Year,Rslt,H,HR,SB,BB,WPA
2014,"L,2-6",1,0,0,0,0.026
2014,"L,1-3",0,0,0,1,-0.051
2014,"W,4-2",1,0,0,1,0.089
2014,"L,0-4",0,0,0,2,0.180
2014,"W,6-4",2,0,0,0,0.007
2014,"W,4-2",1,0,0,0,-0.017
2014,"L,5-14",1,0,0,0,-0.041
2014,"L,4-5",1,0,0,0,-0.062
2014,"W,4-1",2,0,0,0,0.006
2014,"L,2-4",1,0,0,0,-0.117
2014,"W,2-0",1,0,0,0,-0.010
2014,"W,10-2",2,0,0,1,0.082
2014,"L,5-11",1,0,0,0,-0.033
2014,"W,5-1",1,0,0,1,0.025
2014,"W,9-3",2,0,0,1,0.152
2014,"L,1-5",0,0,0,0,-0.111
2014,"W,14-5",2,0,0,1,-0.012
2014,"L,1-13",1,0,0,1,0.022
2014,"W,4-3",1,0,0,0,0.005
2014,"W,3-2",0,0,0,0,-0.147
2014,"L,3-6",1,0,0,0,-0.118
2014,"L,2-4",1,0,0,0,-0.057
2014,"L,5-10",0,0,0,0,-0.278
2014,"L,1-5",0,0,0,0,-0.091
2014,"L,1-4",2,0,0,0,-0.133
2014,"W,4-3",1,0,0,1,0.101
2014,"W,9-2",2,1,0,0,0.132
2014,"W,5-3",0,0,0,0,-0.054
2014,"L,5-6",1,0,0,0,-0.164
2014,"L,7-9",3,0,0,1,0.124
2014,"L,7-12",0,0,0,2,-0.098
2014,"W,4-0",1,0,0,0,-0.019
2014,"W,1-0",0,0,0,0,-0.204
2014,"W,7-1",2,0,0,0,0.026
2014,"W,4-3",1,0,0,0,0.020
2014,"L,3-5",1,0,0,0,0.099
2014,"L,1-6",2,0,1,0,-0.025
2014,"W,4-2",1,0,0,0,-0.136
2014,"L,2-3",0,0,0,1,-0.044
2014,"L,5-6",2,0,0,1,0.044
2014,"W,4-3",0,0,0,0,-0.101
2014,"W,7-1",4,0,0,0,0.144
2014,"W,6-4",1,0,0,0,-0.033
2014,"L,0-6",0,0,0,1,-0.001
2014,"L,1-6",1,0,0,0,-0.114
2014,"W,3-1",2,0,0,0,0.063
2014,"L,2-7",1,0,0,0,0.018
2014,"L,2-10",0,0,0,0,-0.056
2014,"L,2-5",0,0,0,0,-0.135
2014,"L,4-7",1,0,0,0,0.065
2014,"W,2-1",1,0,0,0,-0.022
2014,"L,4-8",1,0,0,0,-0.017
2014,"L,1-2",0,0,0,0,-0.236
2014,"W,3-2",2,0,0,1,0.116
2014,"W,4-2",2,0,2,0,-0.045
2014,"W,6-3",3,0,0,1,0.115
2014,"W,7-0",2,0,0,0,0.061
2014,"L,1-5",0,0,0,0,-0.019
2014,"L,5-10",1,0,0,0,-0.022
2014,"W,3-1",2,0,0,0,0.056
2014,"W,7-3",1,0,0,0,-0.027
2014,"W,6-4",2,0,0,0,-0.005
2014,"W,5-3",0,0,0,1,-0.149
2014,"L,1-6",1,0,0,0,-0.065
2014,"L,0-8",0,0,0,0,-0.158
2014,"L,6-7",1,1,0,1,0.021
2014,"W,5-3",1,0,0,0,0.006
2014,"W,6-0",2,0,0,0,0.064
2014,"L,1-2",1,0,0,1,-0.076
2014,"L,5-8",2,0,0,0,0.025
2014,"L,3-4",1,0,1,0,-0.030
2014,"L,1-2",2,0,1,0,0.175
2014,"L,3-6",0,0,0,0,-0.152
2014,"W,7-4",0,0,0,0,-0.035
2014,"L,1-2",1,0,1,0,-0.042
2014,"W,9-7",3,0,0,0,0.073
2014,"W,5-3",1,0,0,1,0.046
2014,"L,3-5",0,0,0,0,-0.115
2014,"W,5-4",2,0,0,1,0.057
2014,"L,3-9",2,0,0,1,0.008
2014,"L,2-3",0,0,0,0,-0.137
2014,"W,3-0",2,0,0,0,0.129
2014,"L,1-3",1,0,0,0,-0.008
2014,"W,4-3",2,0,0,0,0.042
2014,"W,7-1",1,0,1,1,0.050
2014,"W,3-2",1,0,0,0,0.029
2014,"L,2-4",0,0,0,1,-0.155
2014,"W,2-1",1,0,0,1,-0.046
2014,"W,2-1",0,0,0,0,-0.029
2014,"W,6-4",1,0,0,0,-0.065
2014,"L,4-6",2,0,0,1,0.027
2014,"L,4-5",1,0,0,0,-0.041
2014,"L,2-4",3,0,1,1,0.123
2014,"W,12-11",2,0,0,0,-0.004
2014,"L,2-3",0,0,0,0,-0.105
2014,"L,3-4",1,1,0,0,0.049
2014,"W,6-4",2,0,0,0,0.213
2014,"W,8-7",1,0,0,0,-0.190
2014,"W,2-1",1,0,0,0,0.032
2014,"L,3-4",1,0,0,0,-0.094
2014,"W,5-1",1,0,0,0,-0.018
2014,"W,10-6",0,0,0,0,0.005
2014,"L,0-3",1,0,0,0,-0.030
2014,"L,1-4",0,0,0,0,-0.041
2014,"L,3-11",1,0,0,0,-0.018
2014,"L,3-5",0,0,0,0,-0.114
2014,"L,0-5",2,0,0,0,0.089
2014,"W,3-2",1,0,0,0,0.162
2014,"W,4-2",1,0,0,0,0.025
2014,"L,4-7",0,0,0,0,-0.084
2014,"L,2-5",2,0,1,1,0.026
2014,"W,3-0",1,0,0,0,-0.014
2014,"W,4-3",1,0,0,0,-0.099
2014,"W,7-4",0,0,0,0,-0.302
2014,"W,8-1",1,0,0,0,-0.025
2014,"L,2-5",2,0,0,0,0.000
2014,"W,8-4",1,0,0,1,0.070
2014,"L,2-3",0,0,0,0,-0.130
2014,"W,6-3",1,0,0,0,-0.039
2014,"L,0-2",0,0,0,0,-0.065
2014,"L,3-4",1,0,0,0,-0.146
2014,"L,4-9",1,0,0,0,0.014
2014,"W,5-1",1,0,0,1,-0.080
2014,"W,5-4",1,0,0,0,0.088
2014,"L,0-1",1,0,0,0,0.031
2014,"W,6-2",0,0,0,0,-0.027
2014,"L,0-2",1,0,0,1,-0.011
2014,"L,3-4",0,0,0,0,-0.202
2014,"W,8-5",0,0,0,0,-0.129
2014,"W,5-4",0,0,0,0,-0.029
2014,"L,0-5",0,0,0,0,-0.072
2014,"W,3-2",0,0,0,1,-0.019
2014,"L,2-3",0,0,0,0,-0.088
2014,"L,1-6",0,0,0,0,-0.041
2014,"W,3-2",1,0,0,0,-0.041
2014,"W,3-2",2,1,0,0,0.046
2014,"W,5-3",2,0,0,0,0.056
2014,"L,3-6",2,0,0,0,-0.026
2014,"W,5-2",2,0,1,0,0.084
2014,"W,5-0",1,0,0,1,0.130
2014,"L,4-5",1,0,0,0,-0.144
2014,"L,5-9",0,0,0,0,-0.037
2014,"W,6-5",2,0,0,0,0.612
2014,"L,4-10",1,0,0,0,-0.014
2014,"W,9-5",1,0,0,0,0.030
2013,"W,8-4",1,0,0,0,-0.041
2013,"W,6-5",2,1,0,1,0.119
2013,"L,2-3",0,0,0,0,-0.090
2013,"W,3-0",0,0,0,1,0.041
2013,"L,2-7",1,0,0,0,-0.030
2013,"L,2-5",0,0,0,1,-0.063
2013,"W,7-1",2,0,0,0,0.042
2013,"L,2-7",1,0,0,0,0.011
2013,"W,8-5",0,0,0,1,-0.019
2013,"W,2-0",0,0,0,0,-0.183
2013,"L,3-7",0,0,0,0,-0.073
2013,"W,9-1",2,0,0,0,0.089
2013,"W,6-4",2,0,0,0,0.042
2013,"W,6-5",0,0,0,1,-0.065
2013,"L,8-9",0,0,0,2,0.054
2013,"L,8-12",0,0,0,1,-0.011
2013,"L,9-13",1,0,0,0,-0.036
2012,"L,6-7",1,0,0,1,-0.032
2012,"L,6-8",2,0,0,0,-0.033
2012,"L,0-3",0,0,0,0,-0.072
2012,"W,6-2",4,0,0,0,0.138
2012,"W,5-4",2,1,0,0,-0.053
2012,"W,6-4",1,0,0,1,0.057
2012,"W,5-0",1,0,0,0,-0.058
2012,"L,1-7",2,0,0,0,0.013
2012,"W,11-5",2,1,0,0,0.130
2012,"L,3-7",2,1,0,0,0.066
2012,"W,8-3",1,0,0,0,-0.047
2012,"L,5-6",3,1,0,0,0.090
2012,"W,7-6",1,0,0,0,0.016
2012,"W,6-2",1,0,0,0,0.043
2012,"W,15-9",3,0,0,2,0.173
2012,"W,7-4",4,0,0,0,0.127
2012,"L,0-2",2,0,0,0,0.052
2012,"L,3-7",2,0,1,0,0.029
2012,"W,7-6",0,0,0,1,0.247
2012,"L,5-7",0,0,0,1,-0.029
2012,"W,6-2",2,0,0,2,0.102
2012,"W,2-1",1,0,0,0,-0.045
2012,"L,1-7",3,0,0,0,0.046
2012,"L,0-5",0,0,0,0,-0.072
2012,"L,3-4",4,0,0,0,0.205
2012,"W,6-2",2,1,0,0,0.099
2012,"L,1-5",0,0,0,0,-0.161
2012,"W,10-4",2,0,0,2,0.126
2012,"W,5-3",1,0,0,0,-0.046
2012,"L,1-4",1,0,0,0,-0.040
2012,"W,5-3",0,0,0,1,-0.056
2012,"W,6-2",1,0,0,1,-0.010
2012,"W,6-2",2,0,1,0,-0.019
2012,"L,2-6",1,0,0,0,-0.283
2012,"W,8-5",1,0,0,0,-0.266
2012,"L,2-5",1,0,0,1,0.081
2012,"L,1-4",1,0,0,0,-0.033
2012,"W,4-0",1,0,0,0,-0.017
2012,"L,5-6",1,0,1,0,-0.197
2012,"L,2-5",0,0,0,0,-0.167
2012,"L,0-6",1,0,0,0,-0.003
2012,"W,3-2",1,0,0,0,0.011
2012,"W,8-3",3,0,0,0,0.049
2012,"W,6-3",0,0,0,0,-0.080
2012,"W,9-2",2,0,0,0,0.110
2012,"W,2-0",1,0,0,0,-0.027
2012,"L,8-9",1,0,0,1,-0.142
2012,"L,1-5",2,0,0,1,0.030
2012,"W,6-5",1,0,1,0,0.086
2012,"W,9-4",2,0,0,1,0.134
2012,"L,3-4",0,0,1,1,-0.013
2012,"W,5-1",2,1,0,0,0.015
2012,"W,7-0",0,0,0,0,-0.057
2012,"W,4-1",0,0,0,0,-0.044
2012,"L,3-7",0,0,0,2,0.022
2012,"W,9-1",0,0,0,0,-0.074
2012,"W,4-2",1,0,0,1,0.073
2012,"W,5-4",2,0,0,0,0.117
2012,"W,3-0",1,0,0,0,-0.042
2012,"W,6-4",2,0,0,0,0.000
2012,"W,3-2",2,0,0,0,0.073
2012,"W,7-2",2,0,0,0,0.142
2012,"W,5-3",1,0,0,0,-0.122
2012,"W,4-1",1,0,0,0,-0.124
2012,"W,6-2",2,0,0,0,0.258
2012,"L,3-4",0,0,0,2,-0.087
2012,"L,5-10",1,1,0,1,0.102
2012,"L,4-6",1,0,0,0,-0.010
2012,"W,4-3",1,0,1,0,-0.004
2012,"W,6-5",0,0,0,0,-0.100
2012,"W,7-1",1,0,0,0,-0.032
2012,"W,6-4",2,0,0,0,-0.011
2012,"L,3-4",1,0,0,0,-0.179
2012,"L,7-14",1,0,0,1,-0.033
2012,"W,4-0",0,0,0,0,-0.038
2012,"W,4-2",1,0,0,0,0.000
2012,"L,3-4",1,0,0,0,0.009
2012,"L,4-7",2,0,0,0,0.047
2012,"W,4-3",2,0,0,0,-0.055
2012,"W,10-8",2,0,0,0,-0.056
2012,"W,6-1",3,0,1,0,0.034
2012,"L,5-9",0,0,0,0,-0.029
2012,"W,7-3",3,0,0,0,0.052
2012,"W,6-5",2,0,0,0,0.062
2012,"W,5-3",1,0,0,0,-0.031
2012,"L,8-10",1,0,0,1,0.079
2012,"W,6-3",0,0,0,0,-0.075
2012,"W,6-1",2,0,0,0,0.014
2012,"W,6-0",2,0,0,1,0.040
2012,"L,3-4",2,0,0,0,0.027
2012,"L,2-3",1,0,0,0,-0.051
2012,"L,1-2",1,0,0,0,-0.029
2012,"L,4-5",0,0,0,0,-0.111
2012,"W,4-1",1,0,0,0,-0.041
2012,"L,2-4",0,0,0,0,-0.028
2012,"W,5-2",3,1,0,0,0.235
2012,"W,10-3",1,0,0,1,-0.005
2012,"L,6-8",0,0,0,0,-0.126
2012,"L,2-3",1,0,0,0,-0.078
2012,"L,4-5",2,0,0,0,0.120
2012,"L,5-11",3,0,0,0,0.037
2012,"W,12-3",3,0,0,0,0.115
2012,"W,6-3",1,0,0,0,-0.015
2012,"L,0-1",0,0,0,0,-0.155
2012,"W,6-2",2,0,0,0,0.014
2012,"L,2-7",2,0,0,0,0.048
2012,"L,5-6",1,0,0,0,-0.030
2012,"W,12-8",2,0,0,0,-0.032
2012,"W,4-3",1,0,0,0,-0.108
2012,"W,10-4",2,0,0,0,-0.059
2012,"W,5-2",2,0,0,0,0.032
2012,"L,7-10",3,1,0,0,0.020
2012,"W,8-2",1,0,0,1,-0.025
2012,"W,3-0",2,0,0,0,0.021
2012,"W,3-2",1,0,0,1,-0.004
2012,"L,6-10",2,0,0,0,0.068
2012,"W,6-4",1,1,0,0,0.160
2012,"L,1-4",0,0,0,1,-0.074
2012,"W,4-1",3,0,1,0,0.207
2012,"L,6-9",4,1,0,0,0.198
2012,"L,3-7",1,1,0,0,0.035
2012,"L,1-2",1,1,0,0,0.101
2012,"W,3-1",2,0,0,0,0.171
2012,"L,1-3",2,0,0,0,0.006
2012,"W,4-2",0,0,0,0,-0.048
2012,"L,7-8",1,1,0,1,0.311
2012,"W,2-1",1,0,0,0,-0.088
2012,"L,5-8",1,0,0,1,-0.154
2012,"L,1-6",1,0,0,0,-0.028
2012,"W,4-3",0,0,0,1,0.133
2012,"L,3-8",0,0,0,1,-0.169
2012,"L,3-4",0,0,0,1,0.006
2012,"L,2-5",2,0,0,0,0.015
2012,"W,6-4",3,0,1,0,0.311
2012,"L,6-10",1,0,0,0,-0.143
2012,"W,8-5",3,0,0,0,-0.002
2012,"L,4-5",3,0,0,0,0.176
2012,"W,13-3",2,1,0,1,0.080
2012,"L,3-4",1,0,0,1,0.109
2012,"W,5-4",2,0,0,0,-0.077
2012,"W,2-0",1,0,0,0,0.030
2012,"L,4-6",2,0,0,0,0.046
2012,"W,5-3",1,0,0,0,0.005
2012,"W,6-4",1,0,0,1,0.063
2012,"W,2-1",1,0,0,1,-0.127
2012,"W,10-7",2,0,0,0,0.032
2012,"W,2-1",1,0,0,0,-0.051
2012,"W,10-9",1,0,0,0,-0.295
2012,"L,4-5",2,0,0,1,-0.052
2012,"W,6-3",1,0,0,2,0.020
2012,"L,4-5",1,0,0,0,-0.014
2012,"W,8-2",0,0,0,1,0.051
2012,"L,0-6",0,0,0,1,-0.025
2012,"W,11-4",1,0,0,0,-0.079
2012,"L,2-3",1,0,0,0,-0.101
2012,"W,9-6",3,0,0,0,0.224
2012,"W,10-2",0,0,0,1,-0.010
2012,"W,4-3",2,0,0,0,-0.017
2012,"W,14-2",1,0,0,0,-0.062
2011,"W,6-3",0,0,0,1,0.025
2011,"W,10-6",2,0,0,0,0.062
2011,"L,7-10",0,0,0,1,-0.090
2011,"W,4-3",0,0,0,0,-0.059
2011,"L,4-5",1,0,0,1,-0.018
2011,"W,4-3",2,0,0,1,0.085
2011,"L,6-9",1,0,0,0,-0.113
2011,"W,9-4",1,0,0,1,-0.039
2011,"L,0-4",0,0,0,0,-0.076
2011,"W,7-4",2,0,0,0,0.073
2011,"W,6-5",1,0,0,0,-0.173
2011,"L,3-5",2,0,0,0,-0.034
2011,"W,5-2",0,0,0,1,-0.011
2011,"W,6-5",1,0,0,0,-0.050
2011,"L,5-6",1,0,0,0,-0.055
2011,"W,6-2",0,0,0,0,-0.052
2011,"W,15-3",1,0,0,1,0.001
2011,"W,6-3",4,0,0,0,0.201
2011,"L,0-2",0,0,0,0,-0.174
2011,"L,2-3",2,0,0,1,0.156
2011,"W,3-1",1,0,0,1,0.026
2011,"L,3-5",1,0,0,0,-0.149
2011,"W,5-4",0,0,0,0,-0.079
2011,"W,5-2",0,0,0,0,0.068
2011,"W,5-3",2,0,0,0,-0.224
2011,"L,2-4",1,0,0,0,-0.061
2011,"L,0-4",1,0,0,0,-0.036
2011,"W,4-1",1,0,0,1,0.123
2011,"L,5-7",2,0,0,0,0.021
2011,"W,12-5",4,2,1,0,0.456
2011,"W,3-1",2,0,1,0,0.125
2011,"L,3-4",0,0,0,0,-0.302
2011,"L,5-11",1,0,0,0,-0.038
2011,"L,4-5",1,0,0,0,-0.006
2011,"L,0-6",1,0,0,1,0.062
2011,"L,5-7",0,0,0,0,-0.102
2011,"L,5-6",0,0,0,1,-0.078
2011,"W,6-2",1,0,0,0,-0.040
2011,"W,4-1",2,0,0,0,-0.306
2011,"W,13-2",2,0,0,0,0.066
2011,"L,1-2",1,0,0,1,0.006
2011,"W,7-3",2,0,1,0,0.001
2011,"W,9-3",2,0,0,0,0.171
2011,"L,3-7",0,0,0,0,-0.131
2011,"W,5-4",0,0,0,0,-0.302
2011,"W,7-3",1,0,0,2,0.079
2011,"L,3-4",1,0,0,0,-0.037
2011,"L,4-5",2,0,1,1,0.004
2011,"W,7-1",1,0,0,2,0.069
2011,"W,5-0",1,0,0,1,0.035
2011,"W,10-3",2,0,1,1,0.126
2011,"W,4-2",1,0,0,0,0.026
2011,"L,2-3",0,0,0,1,-0.047
2011,"W,3-2",1,0,0,1,-0.111
2011,"W,5-3",1,0,0,0,-0.028
2011,"L,4-6",2,0,0,0,-0.051
2011,"L,6-11",1,0,0,0,-0.184
2011,"L,3-8",1,0,1,0,0.050
2011,"W,11-7",1,0,1,1,0.025
2011,"W,4-0",0,0,0,0,-0.060
2011,"W,9-1",2,0,0,0,0.029
2011,"L,0-1",1,0,0,0,-0.046
2011,"L,3-6",0,0,0,0,-0.028
2011,"W,9-2",2,0,0,0,0.188
2011,"L,3-5",1,0,0,1,0.048
2011,"L,1-5",1,0,0,0,-0.051
2011,"W,5-4",5,1,1,0,0.371
2011,"W,1-0",1,0,0,0,-0.006
2011,"L,7-16",1,0,0,1,0.029
2011,"L,1-7",0,0,0,0,-0.038
2011,"W,4-1",2,0,0,0,-0.010
2011,"W,5-4",1,0,0,0,-0.190
2011,"L,2-3",0,0,0,0,-0.119
2011,"W,4-0",1,0,1,0,-0.013
2011,"L,1-2",1,0,0,1,0.034
2011,"W,17-7",2,0,1,1,0.150
2011,"L,3-4",3,0,1,1,0.249
2011,"W,7-5",0,0,0,2,0.082
2011,"W,10-3",2,1,0,0,0.109
2011,"W,4-1",0,0,0,0,-0.034
2011,"L,2-9",0,0,0,0,-0.054
2011,"L,2-4",1,0,0,0,-0.043
2011,"W,17-3",2,0,0,0,0.016
2011,"W,4-2",0,0,0,0,0.028
2011,"W,6-0",2,0,0,0,0.069
2011,"W,18-7",5,0,0,0,0.083
2011,"W,7-2",0,0,1,1,-0.028
2011,"W,3-2",1,0,0,0,-0.047
2011,"L,4-10",1,0,0,0,-0.007
2011,"L,2-3",0,0,0,0,-0.112
2011,"L,4-6",1,0,0,1,0.318
2011,"W,9-3",0,0,0,1,0.031
2011,"W,6-5",3,0,0,1,0.157
2011,"L,1-5",1,0,0,0,-0.103
2011,"W,9-2",2,0,0,0,-0.026
2011,"W,7-4",3,0,1,0,0.309
2011,"W,9-7",2,0,0,0,0.195
2011,"L,4-5",4,0,0,0,0.100
2011,"W,8-4",2,0,0,0,0.000
2011,"W,8-1",2,0,0,0,0.033
2011,"L,4-9",0,0,0,1,-0.007
2011,"W,3-0",1,0,0,1,-0.013
2011,"L,5-6",3,0,0,1,0.055
2011,"L,4-6",2,0,0,0,-0.004
2011,"W,22-9",3,0,0,1,-0.089
2011,"L,5-12",1,0,0,0,-0.026
2011,"L,0-2",0,0,0,0,-0.121
2011,"W,5-2",0,0,0,0,-0.066
2011,"L,5-9",2,0,1,0,0.073
2011,"W,4-2",2,0,0,1,0.002
2011,"W,3-2",1,0,1,0,0.074
2011,"W,9-3",2,1,0,0,0.083
2011,"W,11-10",1,0,0,0,0.018
2011,"W,5-3",1,0,0,1,0.008
2011,"L,4-5",1,0,0,1,0.075
2011,"L,1-2",1,0,0,0,-0.035
2011,"L,0-6",1,0,0,0,0.033
2011,"W,6-5",2,0,0,0,0.164
2011,"W,9-3",1,0,0,0,-0.008
2011,"W,3-2",1,0,0,0,-0.013
2011,"L,1-2",1,0,0,0,-0.186
2011,"L,4-5",0,0,0,0,-0.121
2011,"W,7-6",1,0,0,0,-0.002
2011,"W,6-4",3,0,0,1,0.076
2011,"W,5-0",2,0,0,1,-0.038
2011,"W,4-2",2,0,0,1,0.029
2011,"L,8-15",0,0,0,0,-0.027
2011,"W,9-1",1,1,0,0,0.081
2011,"W,6-2",3,0,1,0,0.168
2011,"L,2-5",0,0,0,1,-0.018
2010,"L,7-8",0,0,0,1,-0.001
2010,"L,7-9",2,0,1,0,0.000
2010,"W,6-4",1,0,0,0,0.007
2010,"W,3-1",1,0,0,1,0.011
2010,"L,3-9",2,0,0,0,-0.075
2010,"W,10-0",1,0,0,0,-0.052
2010,"W,7-3",1,0,1,0,-0.028
2010,"W,7-5",2,1,0,0,0.123
2010,"L,3-5",2,0,0,0,0.119
2010,"W,6-2",2,1,0,0,0.132
2010,"W,5-1",2,0,0,0,0.109
2010,"W,7-3",3,1,0,0,0.075
2010,"W,7-3",0,0,0,0,-0.052
2010,"W,3-1",1,0,0,1,-0.061
2010,"L,2-4",0,0,0,1,-0.018
2010,"L,4-6",2,0,1,0,-0.006
2010,"W,7-1",2,0,0,0,0.046
2010,"L,4-8",0,0,0,0,-0.065
2010,"L,4-5",0,0,0,0,-0.122
2010,"W,8-3",2,0,0,0,0.069
2010,"W,4-0",2,0,0,0,0.030
2010,"W,6-4",3,1,0,0,0.522
2010,"L,6-7",1,0,0,1,-0.002
2010,"W,12-3",2,0,0,1,0.010
2010,"W,4-1",0,0,0,0,-0.050
2010,"W,4-1",1,0,0,0,-0.033
2010,"W,7-5",1,0,0,0,-0.002
2010,"W,10-3",0,0,0,0,-0.044
2010,"W,14-3",2,0,0,1,-0.017
2010,"L,3-9",0,0,0,0,-0.065
2010,"L,4-5",0,0,0,0,-0.248
2010,"L,0-2",0,0,0,0,-0.115
2010,"W,8-0",0,0,1,1,-0.015
2010,"L,0-6",1,0,0,0,0.028
2010,"W,8-4",1,0,0,0,0.138
2010,"W,7-1",2,0,0,0,0.109
2010,"L,3-6",1,0,0,0,-0.052
2010,"W,11-9",1,0,0,1,-0.042
2010,"L,6-7",1,0,0,1,-0.039
2010,"L,6-10",1,0,0,0,-0.096
2010,"L,6-8",3,0,0,0,0.097
2010,"W,2-1",1,0,0,0,-0.112
2010,"L,3-5",0,0,0,1,-0.067
2010,"L,4-6",3,0,0,0,0.139
2010,"W,1-0",2,1,0,0,0.185
2010,"W,3-2",1,0,0,0,-0.052
2010,"L,2-8",2,0,0,0,0.035
2010,"W,8-2",2,0,1,1,0.005
2010,"L,11-13",3,0,0,1,-0.018
2010,"W,7-3",2,0,0,0,0.161
2010,"W,11-2",2,0,0,0,0.055
2010,"W,3-1",2,0,0,1,0.087
2010,"W,9-1",0,0,0,1,-0.029
2010,"W,6-3",1,0,1,1,0.079
2010,"L,1-6",1,0,0,0,-0.001
2010,"L,2-3",2,1,0,0,-0.042
2010,"W,4-3",1,0,0,0,0.160
2010,"W,12-7",1,0,0,1,-0.035
2010,"W,4-2",1,0,0,0,-0.203
2010,"L,3-4",1,0,0,1,0.046
2010,"W,4-3",0,0,0,0,-0.084
2010,"W,9-3",2,2,1,1,0.249
2010,"W,9-5",1,0,0,0,-0.034
2010,"W,8-3",0,0,0,2,-0.062
2010,"L,3-6",0,0,0,0,-0.053
2010,"L,1-7",0,0,0,0,-0.114
2010,"L,0-4",1,0,0,0,-0.196
2010,"W,4-0",2,0,0,0,0.050
2010,"L,4-10",0,0,0,2,-0.048
2010,"W,9-3",2,0,0,0,0.016
2010,"W,6-5",0,0,0,2,-0.071
2010,"W,2-1",2,0,0,0,0.043
2010,"L,4-9",1,0,1,1,-0.007
2010,"W,8-6",3,0,0,1,0.049
2010,"L,4-7",1,0,0,0,-0.022
2010,"L,0-7",0,0,0,1,-0.002
2010,"W,4-2",1,0,0,0,0.006
2010,"L,1-6",1,0,1,1,-0.003
2010,"W,11-3",0,0,0,3,0.108
2010,"W,7-6",1,0,0,0,0.035
2010,"W,3-1",1,0,0,0,-0.034
2010,"W,6-1",0,0,0,1,-0.020
2010,"W,6-2",2,0,0,0,0.004
2010,"W,3-1",0,0,0,1,0.018
2010,"W,6-1",0,0,0,0,0.011
2010,"L,1-4",1,0,0,0,0.047
2010,"W,8-2",1,0,0,0,0.025
2010,"W,5-4",0,0,0,0,-0.191
2010,"L,5-10",1,0,0,0,-0.114
2010,"W,9-5",2,0,1,0,0.161
2010,"L,2-10",0,0,0,0,-0.110
2010,"W,10-6",3,0,0,0,0.055
2010,"W,10-4",2,1,0,0,0.092
2010,"W,7-1",0,0,0,1,-0.053
2010,"L,4-7",2,0,0,0,-0.026
2010,"W,12-6",3,0,1,1,0.183
2010,"W,3-2",0,0,0,0,-0.085
