Year,Rslt,H,HR,SB,BB,WPA
2010,"L,1-4",2,0,0,0,0.078
2010,"W,8-0",0,0,0,0,-0.097
2010,"W,11-4",1,0,0,2,0.193
2010,"L,2-3",1,0,0,0,-0.056
2010,"W,5-4",1,0,0,0,-0.004
2010,"L,0-3",1,0,0,0,0.015
2010,"L,6-8",2,0,0,0,-0.069
2010,"L,2-8",0,0,0,1,-0.019
2010,"W,5-1",4,0,0,0,0.122
2010,"L,3-6",1,0,0,1,0.043
2010,"W,5-2",0,0,0,0,-0.069
2010,"W,7-2",2,0,0,0,0.096
2010,"L,1-2",1,0,1,1,0.030
2010,"L,3-4",0,0,0,1,-0.246
2010,"W,7-6",3,0,0,0,0.140
2010,"W,4-3",2,0,0,0,0.021
2010,"L,3-4",2,0,0,0,0.016
2010,"W,8-3",1,0,1,0,-0.081
2010,"L,0-1",0,0,0,0,-0.130
2010,"L,1-3",1,0,0,0,-0.453
2010,"W,6-2",1,0,1,2,0.114
2010,"W,9-5",0,0,0,1,-0.069
2010,"W,11-5",1,0,0,0,-0.049
2010,"L,0-6",1,0,0,0,-0.062
2010,"W,9-5",2,0,0,0,0.115
2010,"W,10-0",1,0,0,1,-0.014
2010,"L,2-3",0,0,0,0,-0.080
2010,"W,11-5",1,1,0,0,-0.060
2010,"L,3-6",0,0,0,1,0.015
2010,"L,4-9",0,0,0,0,-0.065
2010,"W,12-9",1,0,0,1,0.011
2010,"W,2-1",0,0,0,1,-0.066
2010,"W,11-5",0,0,0,0,-0.082
2010,"W,9-3",0,0,1,1,-0.001
2010,"W,4-3",1,0,0,0,0.063
2010,"W,5-0",1,0,0,0,-0.050
2010,"W,7-5",1,0,0,1,0.081
2010,"L,3-7",0,0,0,1,-0.133
2010,"L,3-4",1,0,0,0,-0.070
2010,"L,2-6",1,0,1,0,0.017
2010,"W,3-2",0,0,0,0,-0.114
2010,"L,5-6",1,0,0,0,-0.310
2010,"L,1-4",1,0,0,2,0.208
2010,"L,0-1",1,0,0,0,-0.187
2010,"W,8-7",2,0,0,1,0.015
2010,"L,3-4",1,0,1,0,-0.014
2010,"W,4-3",1,0,0,0,-0.171
2010,"W,11-3",2,0,0,0,0.071
2010,"L,3-4",1,0,0,2,-0.064
2010,"W,8-6",2,0,0,0,0.115
2010,"W,8-3",2,0,0,0,-0.018
2010,"L,2-7",2,0,0,0,0.021
2010,"L,3-10",1,0,0,1,0.025
2010,"L,8-10",1,0,0,1,-0.035
2010,"L,3-7",1,0,0,1,-0.059
2010,"W,4-3",0,0,0,1,-0.147
2010,"L,5-7",1,0,0,0,-0.116
2010,"W,6-1",2,0,0,1,0.181
2010,"L,4-8",2,0,0,1,0.045
2010,"W,6-5",2,0,1,1,0.248
2010,"L,4-8",2,0,0,0,-0.069
2009,"L,5-10",3,0,0,0,-0.061
2009,"L,5-7",2,1,1,1,0.067
2009,"W,11-2",0,0,0,0,-0.097
2009,"W,4-1",0,0,0,0,-0.040
2009,"W,6-1",1,0,1,1,0.016
2009,"L,4-6",0,0,0,0,-0.076
2009,"L,5-15",0,0,0,0,-0.028
2009,"W,7-2",3,1,0,0,0.234
2009,"W,4-3",2,0,0,1,0.470
2009,"L,2-10",1,0,0,1,0.007
2009,"W,6-5",1,1,0,0,0.170
2009,"L,4-22",0,0,0,0,-0.024
2009,"W,7-3",1,0,0,0,-0.160
2009,"W,5-3",2,0,0,1,0.013
2009,"W,9-7",2,1,0,0,0.051
2009,"L,4-5",2,0,0,0,0.010
2009,"L,11-16",2,0,1,2,-0.070
2009,"L,1-4",1,0,0,0,0.007
2009,"L,2-4",1,0,0,0,-0.038
2009,"W,11-0",1,0,1,1,0.013
2009,"W,8-6",0,0,0,0,-0.081
2009,"W,7-4",2,0,0,1,0.214
2009,"W,10-9",0,0,0,1,-0.032
2009,"L,4-8",1,0,1,0,0.048
2009,"L,4-6",1,0,1,0,0.100
2009,"L,3-7",2,0,0,0,0.070
2009,"L,3-4",0,0,0,0,-0.267
2009,"L,6-8",2,0,0,1,0.020
2009,"W,4-0",0,0,0,0,-0.080
2009,"L,5-12",1,0,1,1,0.041
2009,"W,5-3",2,0,0,1,0.013
2009,"W,3-2",1,0,0,0,-0.014
2009,"W,5-4",1,1,0,1,0.039
2009,"W,6-4",0,0,0,2,-0.086
2009,"W,3-2",2,0,1,0,0.007
2009,"W,7-6",2,0,0,0,-0.005
2009,"W,9-1",1,0,0,1,0.050
2009,"W,11-4",1,0,0,0,-0.044
2009,"W,7-4",1,0,0,1,0.047
2009,"L,3-7",2,1,0,0,0.025
2009,"W,5-4",1,1,0,0,-0.008
2009,"L,3-4",3,0,1,0,0.063
2009,"W,11-1",1,0,0,1,0.035
2009,"L,3-7",2,0,1,0,-0.016
2009,"W,9-2",3,0,0,2,0.138
2009,"W,3-1",2,0,0,0,0.070
2009,"W,10-5",2,0,0,0,0.084
2009,"L,4-5",2,0,0,0,0.081
2009,"W,5-2",2,0,0,2,0.242
2009,"W,12-3",3,0,0,1,0.080
2009,"L,2-4",0,0,0,0,-0.099
2009,"L,7-9",1,0,1,1,-0.043
2009,"W,4-3",0,0,0,0,-0.118
2009,"W,5-3",1,1,0,0,0.004
2009,"L,0-7",0,0,0,1,-0.035
2009,"L,5-6",0,0,0,0,-0.225
2009,"L,3-4",2,0,1,0,-0.087
2009,"W,9-8",2,1,1,0,0.152
2009,"L,2-6",1,0,0,0,-0.046
2009,"W,15-0",4,0,0,0,0.139
2009,"W,5-3",0,0,0,1,-0.073
2009,"L,0-3",0,0,0,0,-0.104
2009,"W,5-1",2,0,0,1,0.080
2009,"L,1-2",0,0,0,0,-0.342
2009,"L,5-6",1,0,1,0,-0.194
2009,"L,0-4",1,0,1,1,-0.020
2009,"W,8-4",1,0,1,0,-0.068
2009,"W,11-7",4,0,1,1,0.155
2009,"W,4-2",1,0,0,3,0.125
2009,"W,8-5",1,0,0,0,-0.062
2009,"W,4-2",1,0,0,0,-0.023
2009,"L,4-8",1,0,0,0,-0.109
2009,"W,4-2",2,0,0,1,0.104
2009,"W,6-5",1,0,0,1,0.018
2009,"W,10-8",4,1,0,0,0.278
2009,"L,6-7",0,0,0,3,0.014
2009,"W,10-2",1,0,0,1,0.044
2009,"W,4-3",2,0,0,0,0.056
2009,"W,6-4",1,0,0,1,-0.006
2009,"L,6-10",4,0,0,0,0.093
2009,"L,8-14",1,0,0,0,-0.035
2009,"L,4-5",2,0,0,0,0.058
2009,"W,5-3",2,0,0,1,0.069
2009,"W,2-1",2,0,0,0,-0.035
2009,"W,2-1",0,0,0,0,-0.084
2009,"W,2-1",0,0,0,1,-0.083
2009,"W,6-4",1,0,1,1,0.033
2009,"W,6-4",1,0,0,0,0.023
2009,"W,6-3",1,0,0,1,-0.023
2009,"W,8-3",3,0,0,0,0.052
2009,"L,4-6",1,1,0,1,0.002
2009,"W,7-5",2,0,0,1,0.082
2009,"W,11-4",3,0,0,1,-0.006
2009,"L,2-6",0,0,0,1,-0.034
2009,"W,6-2",2,0,0,0,0.084
2009,"L,2-3",1,0,0,0,-0.092
2009,"L,5-10",1,0,1,0,-0.070
2009,"L,4-14",2,0,0,0,0.024
2009,"W,8-5",2,0,0,0,0.016
2009,"W,5-3",0,0,0,0,-0.078
2009,"W,8-4",1,0,0,0,-0.054
2009,"W,13-6",1,0,0,0,-0.070
2009,"W,2-0",1,0,0,0,-0.312
2009,"W,5-0",1,1,0,0,-0.154
2009,"W,5-2",1,0,0,0,-0.083
2009,"L,4-5",3,1,1,0,0.106
2009,"W,7-5",3,0,0,0,0.088
2009,"W,4-3",0,0,0,0,0.009
2009,"W,11-1",2,1,0,0,0.065
2009,"W,4-2",1,0,0,0,0.044
2009,"W,5-2",2,1,0,0,0.030
2009,"L,3-10",3,0,0,0,0.191
2009,"L,0-3",3,0,0,0,0.093
2009,"W,7-2",3,0,0,0,0.277
2009,"W,3-2",2,0,1,0,0.030
2009,"W,20-11",3,0,0,0,0.109
2009,"L,1-14",0,0,0,0,-0.037
2009,"W,8-4",2,1,0,0,0.088
2009,"L,9-10",2,0,0,2,0.035
2009,"W,9-2",1,0,0,0,-0.017
2009,"L,2-7",0,0,1,1,-0.053
2009,"W,5-2",1,1,0,0,-0.023
2009,"W,10-0",3,0,1,0,0.053
2009,"W,8-3",2,0,0,1,0.063
2009,"W,5-1",1,0,0,1,-0.086
2009,"W,9-6",1,0,0,2,0.064
2009,"W,10-2",1,0,0,1,-0.111
2009,"W,10-5",0,0,0,0,-0.056
2009,"W,6-4",2,0,0,1,0.003
2009,"L,8-14",3,0,1,1,0.092
2009,"W,4-1",0,0,0,0,-0.153
2009,"W,11-1",0,0,0,1,-0.043
2009,"W,3-2",0,0,0,0,-0.100
2009,"W,4-2",3,0,1,1,0.117
2009,"L,4-10",2,0,0,0,-0.059
2009,"L,3-7",1,0,1,0,-0.010
2009,"W,13-3",3,0,0,1,0.105
2009,"W,5-3",0,0,0,0,-0.079
2009,"L,4-10",2,0,0,1,0.053
2009,"W,5-4",0,0,0,2,0.058
2009,"L,2-3",1,0,0,0,-0.018
2009,"W,10-1",1,0,0,1,-0.018
2009,"L,1-7",1,0,0,1,0.009
2009,"L,2-5",2,0,0,0,0.033
2009,"W,6-5",1,0,1,1,-0.016
2009,"W,3-2",1,0,1,1,-0.020
2009,"W,9-5",2,0,2,1,0.070
2009,"W,3-0",2,0,0,1,0.085
2009,"W,4-2",2,0,0,0,-0.014
2009,"W,4-3",1,0,0,1,0.080
2009,"L,3-4",2,1,0,1,0.169
2009,"L,4-13",0,0,0,0,-0.061
2009,"W,10-2",2,0,0,0,0.007
2008,"W,3-2",1,0,0,0,-0.082
2008,"L,2-5",2,0,0,0,0.005
2008,"W,3-2",0,0,0,0,-0.042
2008,"L,4-13",1,0,0,0,0.034
2008,"L,3-6",0,0,0,0,-0.150
2008,"W,2-0",1,0,0,0,-0.045
2008,"W,6-1",0,0,0,0,-0.033
2008,"W,8-7",2,0,0,0,0.045
2008,"W,5-3",3,0,0,1,0.180
2008,"W,15-9",2,0,0,1,0.139
2008,"L,5-7",1,0,0,0,-0.016
2008,"L,2-8",1,0,0,0,-0.092
2008,"L,0-6",1,0,0,0,-0.033
2008,"W,7-1",2,0,0,0,0.017
2008,"W,9-5",0,0,0,0,-0.227
2008,"W,6-4",1,0,0,0,-0.048
2008,"L,6-7",1,0,0,0,-0.026
2008,"L,4-6",0,0,0,0,-0.084
2008,"L,3-4",3,0,0,0,-0.273
2008,"W,1-0",1,0,0,0,0.001
2008,"W,5-2",1,0,0,0,0.117
2008,"L,4-6",1,0,0,0,0.013
2008,"L,2-6",1,0,0,0,0.000
2008,"L,4-8",2,0,0,1,0.097
2008,"W,5-1",0,0,0,0,-0.008
2008,"W,6-1",3,0,0,0,0.111
2008,"W,8-2",4,0,0,0,0.157
2008,"L,3-5",1,0,0,1,-0.030
2008,"L,0-3",0,0,0,0,-0.085
2008,"W,6-3",1,0,0,0,-0.022
2008,"L,5-6",2,0,0,1,0.002
2008,"W,5-2",2,1,0,0,0.090
2008,"L,1-7",1,0,0,1,-0.031
2008,"L,1-2",1,0,0,0,-0.028
2008,"W,2-1",0,0,0,0,-0.092
2008,"L,2-5",2,0,0,0,0.029
2008,"L,4-7",3,1,0,0,0.142
2008,"L,2-11",1,0,1,1,0.007
2008,"L,2-12",0,0,0,0,-0.031
2008,"W,8-0",0,0,1,1,-0.008
2008,"W,2-1",0,0,0,0,-0.172
2008,"W,13-2",0,0,0,1,-0.029
2008,"W,12-6",0,0,0,0,-0.046
2008,"W,6-5",1,0,0,1,0.090
2008,"L,1-6",0,0,1,1,-0.017
2008,"L,9-10",2,0,1,0,0.129
2008,"W,4-2",0,0,0,0,-0.095
2008,"W,6-5",0,0,0,0,-0.100
2008,"W,7-6",1,0,0,0,0.119
2008,"L,1-5",1,1,0,2,0.121
2008,"L,5-6",3,0,0,0,0.012
2008,"L,3-9",2,0,0,0,-0.031
2008,"W,5-1",1,0,0,0,0.045
2008,"W,9-8",1,0,0,0,0.036
2008,"L,1-2",1,0,0,0,-0.091
2008,"W,12-11",1,0,0,0,-0.207
2008,"W,6-3",1,0,0,0,-0.099
2008,"L,2-3",0,0,0,1,-0.077
2008,"W,3-1",0,0,0,1,-0.088
2008,"L,4-8",1,0,0,1,0.045
2008,"W,4-1",1,0,0,0,0.019
2008,"W,2-1",1,1,0,0,0.181
2008,"W,8-4",1,0,0,0,-0.129
2008,"W,13-0",2,0,0,0,0.079
2008,"W,8-0",1,0,0,0,-0.003
2008,"W,8-5",1,0,0,1,0.056
2008,"W,2-1",2,0,1,1,0.135
2008,"L,2-4",1,0,0,0,-0.058
2008,"L,0-6",2,0,0,0,-0.080
2008,"W,4-1",1,0,0,1,0.008
2008,"L,5-12",1,0,0,1,-0.088
2008,"W,10-0",3,0,0,1,0.154
2008,"L,6-15",1,0,0,0,-0.031
2008,"W,9-0",1,0,0,1,0.034
2008,"W,3-2",0,0,0,1,-0.025
2008,"L,1-3",2,0,0,0,0.088
2008,"L,1-2",0,0,0,0,-0.129
2008,"W,18-7",1,0,0,1,-0.113
2008,"L,0-7",1,0,0,1,0.009
2008,"L,4-6",2,0,0,1,0.071
2008,"W,2-1",1,0,0,0,-0.044
2008,"W,5-4",1,0,0,0,0.065
2008,"W,5-0",2,0,0,0,0.110
2008,"W,2-1",1,0,0,1,-0.038
2008,"L,2-4",2,0,0,0,0.064
2008,"L,0-5",1,0,0,0,-0.070
2008,"W,9-4",2,1,0,0,0.239
2008,"L,1-4",0,0,0,0,-0.054
2008,"W,7-1",0,0,0,2,-0.048
2008,"W,4-3",2,0,0,1,0.061
2008,"W,2-1",1,0,0,0,-0.006
2008,"W,12-4",2,1,0,0,0.063
2008,"W,8-2",1,0,0,0,-0.047
2008,"W,5-1",2,0,0,0,0.060
2008,"W,1-0",1,0,0,0,-0.074
2008,"W,10-3",2,0,0,0,0.013
2008,"L,2-9",1,0,0,0,-0.066
2008,"L,4-13",1,0,0,0,-0.085
2008,"L,6-7",1,0,1,2,0.100
2008,"W,13-3",0,0,0,1,-0.013
2008,"L,6-12",0,0,0,0,-0.062
2008,"L,0-1",2,0,0,0,0.016
2008,"W,8-2",1,0,0,0,-0.071
2008,"W,14-9",1,0,0,1,0.060
2008,"L,5-9",1,0,0,0,-0.166
2008,"L,6-8",0,0,0,1,-0.135
2008,"W,5-3",2,0,0,1,0.130
2008,"W,3-0",3,1,1,1,0.166
2008,"L,5-10",1,0,0,0,-0.030
2008,"L,4-11",1,0,0,0,-0.071
2008,"L,3-4",0,0,0,1,-0.050
2008,"L,0-4",0,0,0,0,-0.071
2008,"W,9-6",3,0,0,0,0.238
2008,"L,3-4",3,0,1,1,0.225
2008,"W,3-2",2,0,0,0,-0.202
2008,"W,15-6",4,0,1,0,0.092
2008,"L,1-2",1,0,0,0,-0.042
2008,"W,5-1",3,1,0,0,0.181
2008,"L,3-14",1,0,0,0,-0.067
2008,"W,9-4",1,0,0,0,-0.022
2008,"W,5-3",1,0,0,0,-0.064
2008,"W,8-7",0,0,0,0,-0.100
2008,"L,3-7",2,0,0,0,0.031
2008,"L,3-11",1,0,0,0,-0.051
2008,"W,3-2",3,0,0,0,0.048
2008,"W,2-1",0,0,0,0,-0.165
2008,"L,6-7",2,0,0,1,0.168
2008,"L,2-6",0,0,0,0,-0.075
2008,"W,13-9",2,0,0,3,0.194
2008,"W,7-2",1,0,1,0,0.064
2008,"W,8-4",1,0,0,0,-0.026
2008,"L,5-7",1,1,0,1,-0.021
2008,"L,1-3",1,0,0,1,0.096
2008,"W,7-4",1,0,0,2,-0.038
2008,"L,2-5",2,1,0,1,0.056
2008,"L,1-12",0,0,0,1,0.003
2008,"W,7-1",2,0,0,0,0.116
2008,"L,2-4",1,0,1,1,0.016
2008,"L,1-7",3,0,0,0,0.072
2008,"W,6-5",3,0,0,1,0.089
2008,"W,8-4",3,1,0,0,0.100
2008,"W,4-2",0,0,0,0,-0.134
2008,"L,2-6",2,0,0,0,0.030
2008,"W,5-1",0,0,0,0,-0.175
2008,"W,9-2",2,0,0,1,0.077
2008,"W,3-2",1,0,0,0,-0.021
2008,"W,1-0",0,0,0,0,0.003
2008,"W,7-3",0,0,0,0,-0.090
2008,"W,3-1",0,0,0,0,
2008,"W,19-8",0,0,0,0,-0.027
2007,"W,9-5",1,0,0,0,0.129
2007,"L,6-7",2,0,0,0,0.200
2007,"L,4-6",2,0,0,0,-0.057
2007,"W,10-7",0,0,0,1,0.040
2007,"L,4-6",1,0,0,0,-0.003
2007,"W,8-2",3,0,0,0,0.044
2007,"W,10-1",2,0,1,0,0.019
2007,"L,1-5",1,0,0,1,0.036
2007,"L,4-5",1,0,0,2,0.083
2007,"W,4-3",1,0,0,0,-0.068
2007,"L,4-5",1,0,0,1,-0.010
2007,"W,10-3",1,0,0,0,0.059
2007,"W,9-2",3,0,0,0,0.151
2007,"W,8-6",1,0,0,0,0.024
2007,"L,6-7",1,0,0,1,-0.076
2007,"L,5-7",2,0,0,0,-0.097
2007,"L,6-7",1,1,0,0,0.071
2007,"L,8-10",1,0,0,0,-0.025
2007,"L,4-6",0,0,0,0,0.024
2007,"L,4-11",3,0,0,0,0.211
2007,"W,3-1",3,0,1,0,0.098
2007,"L,4-7",1,1,0,0,0.063
2007,"W,10-1",1,0,0,2,0.009
2007,"W,4-3",1,0,0,0,0.045
2007,"W,5-2",3,0,0,0,0.085
2007,"L,11-15",0,0,0,0,-0.152
2007,"W,8-1",3,0,0,0,0.108
2007,"W,5-0",2,0,0,2,0.215
2007,"L,2-3",1,0,0,2,0.023
2007,"W,8-2",2,0,0,0,0.080
2007,"W,6-2",2,0,1,1,0.184
2007,"L,2-14",2,0,0,1,0.027
2007,"L,0-3",1,0,0,1,-0.031
2007,"W,7-2",3,0,0,0,0.057
2007,"L,1-2",1,0,0,1,0.102
2007,"L,3-5",1,0,0,0,-0.037
2007,"W,8-1",1,0,0,1,0.094
2007,"L,1-4",1,0,0,1,0.017
2007,"L,2-3",1,0,1,1,0.048
2007,"L,7-10",1,0,0,0,-0.149
2007,"W,6-2",2,1,0,1,0.217
2007,"W,6-2",1,0,0,1,0.021
2007,"L,3-7",1,0,0,0,-0.078
2007,"W,8-3",3,0,0,0,0.125
2007,"L,6-10",1,0,0,1,-0.011
2007,"L,1-3",0,0,0,0,-0.134
2007,"L,3-4",1,0,0,0,-0.146
2007,"L,2-7",2,0,1,0,-0.004
2007,"L,2-3",0,0,0,0,0.000
2007,"W,10-5",0,0,0,1,-0.053
2007,"W,9-5",1,0,0,0,-0.126
2007,"L,6-11",2,1,0,0,0.080
2007,"W,6-5",0,0,0,0,-0.211
2007,"L,4-6",0,0,0,0,-0.045
2007,"W,7-3",2,0,0,0,-0.027
2007,"W,5-1",1,0,0,0,-0.005
2007,"W,10-3",1,0,0,1,0.126
2007,"W,5-4",2,0,0,1,0.248
2007,"W,9-3",1,0,1,2,0.144
2007,"W,13-6",1,0,0,0,-0.008
2007,"W,4-1",1,0,0,0,0.058
2007,"W,7-2",1,0,0,2,0.069
2007,"W,7-1",2,0,0,1,-0.019
2007,"L,0-2",2,0,0,0,0.063
2007,"W,11-8",4,1,1,0,0.285
2007,"W,8-2",1,0,0,0,0.006
2007,"L,1-3",1,0,0,0,-0.090
2007,"L,1-6",2,0,0,0,0.154
2007,"L,3-4",1,0,0,1,-0.008
2007,"W,7-3",2,0,0,1,0.038
2007,"L,5-6",2,0,0,0,-0.039
2007,"L,2-7",0,0,0,1,0.016
2007,"L,2-3",2,0,0,0,0.017
2007,"L,0-4",1,0,0,0,-0.051
2007,"W,8-7",2,0,0,0,0.404
2007,"W,2-1",0,0,0,0,-0.108
2007,"L,0-7",0,0,0,0,-0.078
2007,"L,5-11",2,0,0,0,0.044
2007,"W,5-1",2,0,0,0,0.063
2007,"W,8-0",3,0,0,0,-0.003
2007,"L,2-6",1,0,0,0,0.008
2007,"W,7-6",1,0,0,2,-0.018
2007,"W,14-9",2,0,0,0,0.023
2007,"L,1-2",0,0,0,0,-0.457
2007,"W,12-0",1,0,0,0,0.045
2007,"W,7-3",1,1,0,0,0.021
2007,"L,4-6",0,0,0,0,-0.131
2007,"W,6-4",2,0,0,0,0.057
2007,"W,7-6",2,1,1,1,0.335
2007,"W,6-4",2,0,0,0,0.038
2007,"W,3-2",0,0,0,0,-0.248
2007,"W,6-1",2,0,0,0,0.165
2007,"L,2-3",1,0,1,1,-0.015
2007,"L,4-14",2,0,1,0,-0.035
2007,"W,7-3",0,0,0,0,-0.048
2007,"W,17-5",2,0,0,0,0.062
2007,"W,21-4",1,0,1,1,0.123
2007,"W,9-2",1,0,0,0,-0.030
2007,"W,9-4",4,0,0,0,0.096
2007,"W,7-1",2,0,0,0,0.016
2007,"L,0-7",0,0,0,0,-0.120
2007,"L,2-4",0,0,0,0,-0.156
2007,"L,5-7",1,0,0,1,-0.014
2007,"W,10-6",2,0,0,2,0.178
2007,"W,16-3",1,0,0,0,0.067
2007,"W,8-1",1,1,0,0,-0.043
2007,"L,9-13",0,0,0,0,-0.062
2007,"W,7-1",0,0,0,2,-0.033
2007,"W,16-8",3,0,0,0,0.005
2007,"W,8-5",1,0,1,2,0.119
2007,"W,5-4",0,0,0,0,-0.128
2007,"W,9-2",2,0,0,0,-0.110
2007,"L,4-15",0,0,0,0,-0.035
2007,"W,6-1",3,0,0,0,0.117
2007,"W,11-2",3,0,0,0,-0.039
2007,"W,5-3",1,0,0,0,-0.033
2007,"W,7-6",1,0,0,0,0.140
2007,"L,0-12",0,0,0,0,-0.045
2007,"L,3-6",0,0,0,0,-0.113
2007,"L,5-8",2,0,0,1,0.044
2007,"W,6-1",0,0,0,0,-0.151
2007,"W,5-2",1,0,0,0,0.012
2007,"L,6-7",2,0,0,1,0.073
2007,"L,9-18",2,0,0,0,-0.025
2007,"W,8-2",1,0,0,0,-0.047
2007,"L,6-9",0,0,0,2,-0.134
2007,"W,7-2",0,0,0,0,-0.064
2007,"L,0-16",0,0,0,0,-0.028
2007,"W,5-3",1,1,0,1,0.116
2007,"W,4-3",2,0,0,0,0.036
2007,"W,5-0",4,0,0,0,0.072
2007,"L,1-9",1,0,0,0,0.058
2007,"W,9-6",1,0,0,1,0.086
2007,"L,2-8",0,0,0,0,-0.170
2007,"L,1-7",1,0,1,1,-0.050
2007,"W,12-3",1,0,0,0,-0.084
2007,"W,10-2",1,0,0,0,-0.063
2007,"W,3-2",1,0,0,0,-0.037
2007,"W,11-5",0,0,0,0,-0.041
2007,"W,9-2",0,0,0,2,0.011
2007,"W,4-1",0,0,0,0,-0.016
2007,"L,1-2",1,0,0,0,-0.036
2007,"W,8-7",1,0,0,0,-0.075
2007,"L,1-10",2,1,0,0,0.035
2007,"W,4-3",2,1,0,0,0.351
2007,"W,8-5",2,0,0,0,-0.042
2007,"W,12-0",3,0,0,1,0.071
2007,"W,2-1",1,0,0,0,-0.037
2007,"L,4-5",2,0,0,0,-0.009
2007,"W,12-11",2,0,0,0,-0.078
2007,"W,7-5",2,0,1,0,0.102
2007,"L,1-4",1,0,0,0,-0.036
2007,"L,6-7",2,0,0,0,-0.013
2007,"W,12-4",3,1,0,0,0.118
2007,"L,9-10",2,0,1,0,0.218
2007,"W,10-4",1,0,0,1,0.068
2006,"W,15-2",2,0,0,1,0.035
2006,"L,3-4",1,0,0,2,0.025
2006,"L,4-9",1,0,0,0,-0.082
2006,"L,1-4",2,0,1,1,0.085
2006,"L,2-3",1,1,0,1,0.118
2006,"W,10-1",1,0,0,0,0.039
2006,"W,9-7",1,1,0,1,0.536
2006,"W,12-5",1,0,0,2,0.084
2006,"W,9-3",1,0,0,0,-0.049
2006,"L,1-5",0,0,0,0,-0.055
2006,"L,5-6",3,0,0,1,0.314
2006,"W,9-3",2,0,0,0,-0.068
2006,"L,5-10",2,0,0,1,0.101
2006,"W,3-1",0,0,1,1,-0.118
2006,"L,5-6",2,0,0,2,0.305
2006,"W,6-1",1,0,0,1,0.105
2006,"W,7-1",3,0,0,0,0.010
2006,"W,9-1",3,1,0,0,0.129
2006,"L,2-4",1,0,0,2,-0.141
2006,"W,4-1",3,0,0,1,0.177
2006,"L,2-7",2,0,0,0,-0.021
2006,"W,17-6",0,0,0,1,-0.025
2006,"W,4-1",2,0,0,1,0.032
2006,"L,3-7",1,0,0,1,0.068
2006,"W,4-2",0,0,0,1,-0.096
2006,"W,10-5",0,0,0,1,-0.015
2006,"W,8-7",2,0,0,0,0.126
2006,"W,6-1",1,0,0,0,0.021
2006,"W,8-5",0,0,0,0,-0.049
