2005,1,1431,1,4/3/2021,NYY,,BOS,"W,9-2",CG,6,6,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,2,0.63,-0.021,0.69,-0.0001,-0.27,3B
2005,2,1432,2,4/5/2021,NYY,,BOS,"W,4-3",CG,4,3,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0.222,0.3,0.222,0.522,2,1.03,0.095,1.15,0.0006,0.88,3B
2005,3,1433,3,4/6/2021,NYY,,BOS,"L,3-7",CG,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.25,0.357,0.5,0.857,2,1.7,0.177,1.95,0.0012,1.29,3B
2005,4,1434,4,4/8/2021,NYY,,BAL,"L,5-12",CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.176,0.263,0.353,0.616,2,0.92,-0.109,1.08,-0.0008,-2.12,3B
2005,5,1435,5,4/9/2021,NYY,,BAL,"W,8-5",CG,5,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.273,0.333,0.409,0.742,2,1.54,0.083,1.66,0.0005,0.7,3B
2005,6,1436,6,4/10/2021,NYY,,BAL,"L,2-7",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.269,0.321,0.385,0.706,2,0.61,-0.055,0.7,-0.0004,-0.59,3B
2005,7,1437,7,4/11/2021,NYY,@,BOS,"L,1-8",CG,4,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.267,0.313,0.367,0.679,2,0.61,0.014,0.67,0.0001,-0.19,3B
2005,8,1438,8,4/13/2021,NYY,@,BOS,"W,5-2",CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.229,0.27,0.314,0.585,5,0.88,-0.125,0.89,-0.0008,-1.61,3B
2005,9,1439,9,4/14/2021,NYY,@,BOS,"L,5-8",CG,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.225,0.262,0.3,0.562,5,1.91,-0.072,2.06,-0.0005,-0.7,3B
2005,10,1440,10,4/15/2021,NYY,@,BAL,"L,1-8",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.239,0.273,0.512,4,0.46,-0.046,0.48,-0.0003,-0.82,3B
2005,11,1441,11,4/16/2021,NYY,@,BAL,"L,6-7",CG,5,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.224,0.255,0.306,0.561,2,1.83,0.044,1.85,0.0003,0.62,3B
2005,12,1442,12,4/17/2021,NYY,@,BAL,"L,4-8",CG,5,5,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.241,0.268,0.389,0.657,5,0.63,-0.015,0.58,-0.0001,0.57,3B
2005,13,1443,13,4/18/2021,NYY,,TBD,"W,19-8",CG,6,6,5,5,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0.3,0.323,0.567,0.889,5,0.32,0.18,0.26,0.0009,5.62,3B
2005,14,1444,14,4/19/2021,NYY,,TBD,"L,2-6",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.281,0.303,0.531,0.834,5,1.45,-0.137,1.27,-0.0007,-1.06,3B
2005,15,1445,15,4/20/2021,NYY,@,TOR,"W,11-2",CG,6,4,2,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0.279,0.319,0.529,0.849,5,0.5,0.101,0.45,0.0005,0.78,3B
2005,16,1446,16,4/21/2021,NYY,@,TOR,"W,4-3",CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.282,0.329,0.521,0.85,5,0.78,-0.022,0.78,-0.0001,-0.25,3B
2005,17,1447,17,4/22/2021,NYY,,TEX,"L,3-5",CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.27,0.325,0.5,0.825,5,0.98,-0.051,0.86,-0.0003,-0.72,3B
2005,18,1448,18,4/23/2021,NYY,,TEX,"L,2-10",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.269,0.321,0.487,0.809,5,0.52,-0.034,0.44,-0.0002,-0.39,3B
2005,19,1449,19,4/24/2021,NYY,,TEX,"W,11-1",CG,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.28,0.33,0.488,0.817,5,0.45,0.068,0.35,0.0003,1,3B
2005,20,1450,20,4/26/2021,NYY,,LAA,"W,12-4",GS-9,5,5,3,4,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0.31,0.355,0.609,0.964,5,0.66,0.49,0.53,0.0024,8.61,3B
2005,21,1451,21,4/27/2021,NYY,,LAA,"L,1-5",CG,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.319,0.361,0.637,0.998,5,0.7,0.093,0.59,0.0005,0.94,3B
2005,22,1452,22,4/28/2021,NYY,,LAA,"L,1-3",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.305,0.347,0.611,0.957,5,1.46,-0.155,1.19,-0.0008,-1.26,3B
2005,23,1453,23,4/29/2021,NYY,,TOR,"L,0-2",CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.303,0.343,0.596,0.939,5,1,-0.023,0.85,-0.0001,-0.1,3B
2005,24,1454,24,4/30/2021,NYY,,TOR,"W,4-3",CG,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.304,0.349,0.618,0.966,5,0.96,0.124,0.7,0.0006,1.11,3B
2005,25,1455,25,5/1/2021,NYY,,TOR,"L,6-8",CG,4,1,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0.311,0.372,0.631,1.003,4,1.3,0.134,1.03,0.0006,1.3,3B
2005,26,1456,26,5/2/2021,NYY,@,TBD,"W,6-2",CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.296,0.356,0.602,0.958,4,1.29,-0.193,0.83,-0.0007,-2.46,3B
2005,27,1457,27,5/3/2021,NYY,@,TBD,"L,4-11",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.295,0.352,0.589,0.942,5,0.19,-0.015,0.13,-0.0001,-0.55,3B
2005,28,1458,28,5/4/2021,NYY,@,TBD,"L,8-11",CG,4,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.302,0.357,0.612,0.969,5,0.63,0.102,0.41,0.0004,0.79,3B
2005,29,1459,29,5/5/2021,NYY,@,TBD,"L,2-6",CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.3,0.354,0.6,0.954,4,0.71,-0.009,0.42,0,-0.13,3B
2005,30,1460,30,5/6/2021,NYY,,OAK,"L,3-6",CG(10),4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.343,0.581,0.924,5,1.38,-0.144,0.7,-0.0004,-0.97,3B
2005,31,1461,31,5/7/2021,NYY,,OAK,"W,5-0",CG,4,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.297,0.348,0.586,0.934,5,0.72,0.088,0.31,0.0002,2.01,3B
2005,32,1462,32,5/8/2021,NYY,,OAK,"W,6-0",CG,4,3,2,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.305,0.359,0.611,0.97,5,1.04,0.149,0.51,0.0004,1.64,3B
2005,33,1463,33,5/9/2021,NYY,,SEA,"W,4-3",CG,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.308,0.366,0.617,0.982,5,1.22,0.01,0.67,0,-0.32,3B
2005,34,1464,34,5/10/2021,NYY,,SEA,"W,7-4",CG,4,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0.304,0.369,0.607,0.977,5,0.59,0.013,0.34,0.0001,0.42,3B
2005,35,1465,35,5/11/2021,NYY,,SEA,"W,13-9",CG,5,3,2,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0.304,0.377,0.601,0.978,5,0.94,0.08,0.56,0.0003,0.79,3B
2005,36,1466,36,5/13/2021,NYY,@,OAK,"W,9-4",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.296,0.367,0.585,0.952,5,0.23,-0.025,0.15,-0.0001,-0.85,3B
2005,37,1467,37,5/14/2021,NYY,@,OAK,"W,15-6",CG,6,5,2,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0.299,0.372,0.599,0.971,5,0.4,0.139,0.29,0.0006,1.24,3B
2005,38,1468,38,5/15/2021,NYY,@,OAK,"W,6-4",CG,5,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.291,0.367,0.583,0.95,5,1.25,-0.112,1.02,-0.0005,-1.54,3B
2005,39,1469,39,5/16/2021,NYY,@,SEA,"W,6-3",CG,5,3,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.292,0.374,0.578,0.951,5,1.73,0.057,1.53,0.0003,0.72,3B
2005,40,1470,40,5/17/2021,NYY,@,SEA,"W,6-0",CG,4,4,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.297,0.376,0.595,0.971,5,0.68,0.143,0.66,0.0008,2.02,3B
2005,41,1471,41,5/18/2021,NYY,@,SEA,"L,6-7",CG,5,4,2,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0.296,0.377,0.605,0.982,5,2.11,0.018,2.06,0.0001,1.71,3B
2005,42,1472,42,5/20/2021,NYY,@,NYM,"W,5-2",CG,5,2,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0.299,0.388,0.604,0.992,5,0.93,0.108,0.87,0.0006,1.54,3B
2005,43,1473,43,5/21/2021,NYY,@,NYM,"L,1-7",CG,4,3,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.305,0.396,0.605,1.001,5,1.2,-0.078,1.2,-0.0005,0.16,3B
2005,44,1474,44,5/22/2021,NYY,@,NYM,"W,5-3",CG,5,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.31,0.401,0.602,1.003,3,1.19,-0.04,1.07,-0.0002,0.34,3B SS
2005,45,1475,45,5/24/2021,NYY,,DET,"W,12-3",GS-7,4,2,3,2,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0.318,0.413,0.642,1.055,5,0.46,0.271,0.48,0.0017,3.5,3B
2005,46,1476,46,5/25/2021,NYY,,DET,"W,4-2",CG,4,3,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0.318,0.415,0.642,1.057,5,1.52,0.12,1.63,0.0008,0.79,3B
2005,47,1477,47,5/26/2021,NYY,,DET,"W,4-3",CG,4,3,2,2,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0.324,0.421,0.659,1.08,5,1.19,0.264,1.35,0.0018,1.85,3B
2005,48,1478,48,5/27/2021,NYY,,BOS,"W,6-3",CG,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0.324,0.432,0.659,1.091,5,0.81,0.106,1.05,0.0008,1.13,3B
2005,49,1479,49,5/28/2021,NYY,,BOS,"L,1-17",GS-6,3,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.331,0.44,0.669,1.108,5,0.56,0.076,0.78,0.0006,1.32,3B
2005,50,1480,50,5/29/2021,NYY,,BOS,"L,2-7",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.436,0.659,1.096,4,0.49,-0.012,0.66,-0.0001,-0.44,3B
2005,51,1481,51,5/31/2021,NYY,@,KCR,"L,3-5",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.324,0.433,0.649,1.082,3,1.04,-0.036,1.14,-0.0002,-0.44,3B
2005,52,1482,52,6/1/2021,NYY,@,KCR,"L,1-3",CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.319,0.43,0.639,1.069,4,1.07,-0.09,1.11,-0.0006,-0.93,3B
2005,53,1483,53,6/2/2021,NYY,@,KCR,"L,2-5",CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.313,0.422,0.626,1.048,5,1.05,-0.107,1.1,-0.0007,-1.02,3B
2005,54,1484,54,6/3/2021,NYY,@,MIN,"L,3-6",CG,4,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.313,0.424,0.621,1.045,5,0.93,-0.019,0.95,-0.0001,0,3B
2005,55,1485,55,6/4/2021,NYY,@,MIN,"W,4-3",CG(10),5,4,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.317,0.427,0.619,1.046,5,2.01,0.187,1.92,0.0011,0.81,3B SS
2005,56,1486,56,6/5/2021,NYY,@,MIN,"L,3-9",CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32,0.429,0.617,1.045,5,1.43,-0.028,1.51,-0.0002,0.25,3B SS
2005,57,1487,57,6/6/2021,NYY,@,MIL,"L,3-4",CG,4,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.317,0.43,0.611,1.04,4,1.48,0.038,1.31,0.0002,0.64,3B
2005,58,1488,58,6/7/2021,NYY,@,MIL,"L,1-2",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0.423,0.599,1.022,5,1.12,-0.108,0.9,-0.0005,-0.84,3B
2005,59,1489,59,6/8/2021,NYY,@,MIL,"W,12-3",CG,5,4,3,4,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0.324,0.434,0.634,1.068,4,0.72,0.271,0.52,0.0012,4.5,3B
2005,60,1490,60,6/10/2021,NYY,@,STL,"L,1-8",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0.431,0.627,1.059,4,0.34,-0.039,0.28,-0.0002,-0.63,3B
2005,61,1491,61,6/11/2021,NYY,@,STL,"W,5-0",CG,5,4,0,2,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0.326,0.434,0.625,1.059,4,0.55,0.025,0.41,0.0001,1.27,3B
2005,62,1492,62,6/12/2021,NYY,@,STL,"L,3-5",CG,5,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.323,0.43,0.62,1.05,3,1.08,0.04,0.92,0.0002,0.19,3B
2005,63,1493,63,6/14/2021,NYY,,PIT,"W,9-0",CG,5,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.319,0.43,0.612,1.042,4,0.49,-0.05,0.36,-0.0002,-0.14,3B
2005,64,1494,64,6/15/2021,NYY,,PIT,"W,7-5",CG(10),5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.433,0.616,1.049,4,1.28,0.152,1,0.0007,0.54,3B
2005,65,1495,65,6/16/2021,NYY,,PIT,"W,6-1",CG,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.321,0.43,0.608,1.038,4,0.3,-0.019,0.25,-0.0001,-0.35,3B
2005,66,1496,66,6/17/2021,NYY,,CHC,"W,9-6",CG,5,4,2,3,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0.328,0.436,0.615,1.051,4,1.28,0.288,1.16,0.0016,3.33,3B
2005,67,1497,67,6/18/2021,NYY,,CHC,"W,8-1",GS-9,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.325,0.432,0.606,1.039,4,0.56,0.053,0.51,0.0003,-0.1,3B
2005,68,1498,68,6/19/2021,NYY,,CHC,"W,6-3",CG,5,4,1,1,0,0,0,2,1,0,2,0,0,0,1,0,1,0,0.324,0.432,0.601,1.033,4,1.09,0.145,1.1,0.0009,1.04,3B
2005,69,1499,69,6/20/2021,NYY,,TBD,"L,4-5",CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.323,0.43,0.599,1.029,4,0.81,-0.043,0.83,-0.0003,-0.2,3B
2005,70,1500,70,6/21/2021,NYY,,TBD,"W,20-11",CG,6,6,2,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.323,0.428,0.605,1.032,4,0.75,0.042,0.74,0.0003,0.97,3B
2005,71,1501,71,6/22/2021,NYY,,TBD,"L,3-5",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.322,0.425,0.599,1.025,4,1.33,0.039,1.36,0.0002,-0.13,3B
2005,72,1502,72,6/23/2021,NYY,,TBD,"L,4-9",CG,4,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.322,0.426,0.6,1.026,4,0.82,0.017,0.78,0.0001,0.06,3B
2005,73,1503,73,6/24/2021,NYY,,NYM,"L,4-6",CG,4,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.328,0.43,0.602,1.033,4,0.83,0.109,0.72,0.0006,1.28,3B
2005,74,1504,74,6/25/2021,NYY,,NYM,"L,3-10",CG,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.33,0.43,0.599,1.028,4,0.37,-0.019,0.29,-0.0001,-0.22,3B
2005,75,1505,75,6/26/2021,NYY,,NYM,"W,5-4",CG,5,5,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.338,0.435,0.606,1.041,4,2.31,0.606,1.64,0.0026,2.61,3B
2005,76,1506,76,6/27/2021,NYY,@,BAL,"W,6-4",CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.332,0.429,0.595,1.024,4,0.86,-0.119,0.84,-0.0007,-1.35,3B
2005,77,1507,77,6/28/2021,NYY,@,BAL,"L,4-5",CG(10),4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.329,0.424,0.589,1.013,4,0.82,-0.031,0.92,-0.0002,-0.43,3B
2005,78,1508,78,7/1/2021,NYY,@,DET,"L,2-10",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.419,0.581,1,4,0.83,-0.101,0.69,-0.0005,-1.47,3B
2005,79,1509,79,7/2/2021,NYY,@,DET,"W,8-4",CG,5,4,3,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0.323,0.419,0.58,0.999,4,1.45,0.105,1.12,0.0005,0.46,3B
2005,80,1510,80,7/3/2021,NYY,@,DET,"W,1-0",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.319,0.414,0.572,0.986,4,0.96,-0.095,0.8,-0.0005,-0.95,3B
2005,81,1511,81,7/4/2021,NYY,,BAL,"W,13-8",CG,5,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.319,0.417,0.57,0.987,4,1.79,0.27,1.94,0.0018,1.18,3B
