2015,1,2569,1,6-Apr,NYY,,TOR,"L,1-6",CG,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.667,0.5,1.167,7,0.44,0.042,0.45,0.0003,0.61,DH
2015,2,2570,2,8-Apr,NYY,,TOR,"W,4-3",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.167,0.286,0.167,0.452,7,1.65,-0.15,1.64,-0.0009,-1.59,DH
2015,3,2571,3,9-Apr,NYY,,TOR,"L,3-6",CG,4,3,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0.222,0.364,0.556,0.919,2,1.06,0.022,1.08,0.0001,0.87,DH
2015,4,2572,4,10-Apr,NYY,,BOS,"L,5-6",GS-11,5,5,0,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0.286,0.375,0.571,0.946,3,1.5,0.114,1.48,0.0007,0.58,DH
2015,5,2573,5,11-Apr,NYY,,BOS,"L,4-8",CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.278,0.35,0.5,0.85,4,1.1,0.038,1.03,0.0002,0.18,1B
2015,6,2574,6,12-Apr,NYY,,BOS,"W,14-4",GS-8,4,2,1,1,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0.3,0.417,0.55,0.967,6,0.57,0.149,0.49,0.0008,3.16,DH
2015,7,2575,7,13-Apr,NYY,@,BAL,"W,6-5",GS-8,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.25,0.357,0.458,0.815,5,1.09,-0.111,0.98,-0.0006,-0.86,3B
2015,8,2576,8,14-Apr,NYY,@,BAL,"L,3-4",9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.345,0.44,0.785,8,1.41,-0.036,1.39,-0.0002,-0.1,PH
2015,9,2577,9,15-Apr,NYY,@,BAL,"L,5-7",CG,4,3,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.286,0.394,0.571,0.965,6,0.58,0.14,0.53,0.0008,1.28,DH
2015,10,2578,10,17-Apr,NYY,@,TBR,"W,5-4",CG,4,4,2,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0.344,0.432,0.781,1.214,6,1.49,0.608,1.33,0.0033,3.51,DH
2015,11,2579,11,18-Apr,NYY,@,TBR,"W,9-0",CG,5,3,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0.314,0.429,0.714,1.143,3,0.91,-0.018,0.85,-0.0001,0.28,DH
2015,12,2580,12,19-Apr,NYY,@,TBR,"W,5-3",CG,5,3,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.316,0.447,0.711,1.157,3,0.86,0.127,0.87,0.0008,1.17,DH
2015,13,2581,13,20-Apr,NYY,@,DET,"L,1-2",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.286,0.412,0.643,1.055,3,1.03,-0.105,1.03,-0.0006,-0.67,DH
2015,14,2582,14,21-Apr,NYY,@,DET,"W,5-2",CG,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.267,0.411,0.6,1.011,3,0.62,-0.005,0.59,0,-0.12,DH
2015,15,2583,15,22-Apr,NYY,@,DET,"W,13-4",CG,6,4,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.265,0.419,0.571,0.991,3,0.54,-0.049,0.54,-0.0003,-0.01,DH
2015,16,2584,17 (1),24-Apr,NYY,,NYM,"W,6-1",CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.269,0.424,0.558,0.982,3,0.4,-0.014,0.42,-0.0001,0.71,DH
2015,17,2585,18,25-Apr,NYY,,NYM,"L,2-8",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.25,0.4,0.518,0.918,3,0.37,-0.039,0.39,-0.0003,-0.59,DH
2015,18,2586,19,26-Apr,NYY,,NYM,"W,6-4",CG,4,4,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0.267,0.405,0.583,0.989,3,0.61,0.161,0.64,0.001,1.51,DH
2015,19,2587,20,27-Apr,NYY,,TBR,"W,4-1",GS-7,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.254,0.397,0.556,0.953,3,1.36,-0.115,1.7,-0.0009,-1.06,3B
2015,20,2588,22 (1),29-Apr,NYY,,TBR,"L,2-3",CG(13),6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0.232,0.369,0.507,0.876,3,2.27,-0.446,3.18,-0.0038,-2.05,DH
2015,21,2589,23,1-May,NYY,@,BOS,"W,3-2",8-GF,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.243,0.376,0.557,0.934,7,1.41,0.267,1.82,0.0021,1,PH DH
2015,22,2590,24,2-May,NYY,@,BOS,"W,4-2",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.371,0.541,0.911,3,0.77,-0.06,1.01,-0.0005,-0.68,DH
2015,23,2591,25,3-May,NYY,@,BOS,"W,8-5",CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.241,0.362,0.519,0.881,3,0.65,-0.039,0.88,-0.0003,-1.47,DH
2015,24,2592,26,4-May,NYY,@,TOR,"L,1-3",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.229,0.347,0.494,0.841,3,1.55,-0.204,2.13,-0.0017,-1.56,DH
2015,25,2593,27,5-May,NYY,@,TOR,"W,6-3",CG,5,5,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.227,0.34,0.489,0.828,3,0.55,0.065,0.75,0.0005,0.25,3B DH
2015,26,2594,28,6-May,NYY,@,TOR,"L,1-5",CG,4,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.231,0.346,0.495,0.84,3,1.18,0.086,1.64,0.0007,0.83,DH
2015,27,2595,29,7-May,NYY,,BAL,"W,4-3",CG,4,3,1,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0.245,0.351,0.532,0.883,3,1.14,0.085,1.55,0.0007,0.78,DH
2015,28,2596,30,8-May,NYY,,BAL,"W,5-4",CG,4,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.247,0.348,0.546,0.894,3,0.67,-0.023,0.94,-0.0002,-0.68,DH
2015,29,2597,32 (1),10-May,NYY,,BAL,"W,6-2",CG,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.24,0.35,0.53,0.88,3,0.5,-0.018,0.71,-0.0002,-0.38,DH
2015,30,2598,33,11-May,NYY,@,TBR,"W,11-5",CG,5,4,2,2,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0.25,0.36,0.558,0.918,3,0.49,0.072,0.76,0.0007,0.96,DH
2015,31,2599,34,12-May,NYY,@,TBR,"L,2-4",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.243,0.357,0.542,0.899,3,1.34,-0.006,2.02,-0.0001,0.25,DH
2015,32,2600,35,13-May,NYY,@,TBR,"L,2-3",CG,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.241,0.351,0.527,0.878,3,1.45,-0.086,2.19,-0.0008,-0.95,DH
2015,33,2601,36,14-May,NYY,@,TBR,"L,1-6",CG,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.25,0.355,0.552,0.907,3,0.54,-0.037,0.81,-0.0003,0.7,DH
2015,34,2602,37,15-May,NYY,@,KCR,"L,1-12",CG,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.352,0.55,0.902,3,0.96,-0.025,1.2,-0.0002,-0.36,DH
2015,35,2603,38,16-May,NYY,@,KCR,"W,5-1",CG,5,4,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.25,0.354,0.565,0.918,3,0.81,-0.027,1.08,-0.0002,0.41,DH
2015,36,2604,39,17-May,NYY,@,KCR,"L,0-6",CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.351,0.563,0.913,3,0.47,-0.004,0.62,0,-0.8,DH
2015,37,2605,40,19-May,NYY,@,WSN,"L,6-8",8-GF(10),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.248,0.349,0.558,0.907,9,1.75,-0.043,2.19,-0.0003,-0.15,3B
2015,38,2606,41,20-May,NYY,@,WSN,"L,2-3",9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.246,0.346,0.554,0.9,9,2.75,-0.076,3.31,-0.0006,-0.22,PH
2015,39,2607,42,22-May,NYY,,TEX,"L,9-10",CG,5,5,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0.252,0.348,0.556,0.904,3,1,-0.02,1.23,-0.0002,0.94,DH
2015,40,2608,43,23-May,NYY,,TEX,"L,4-15",CG,4,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.255,0.358,0.555,0.913,3,0.33,0.023,0.39,0.0002,1.07,1B DH
2015,41,2609,44,24-May,NYY,,TEX,"L,2-5",CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.255,0.355,0.546,0.902,3,1.31,-0.062,1.48,-0.0004,-0.37,DH
2015,42,2610,45,25-May,NYY,,KCR,"W,14-1",CG,5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.262,0.363,0.545,0.907,3,0.27,0.044,0.31,0.0003,0.7,DH
2015,43,2611,46,26-May,NYY,,KCR,"W,5-1",CG,4,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.27,0.371,0.547,0.919,3,0.46,0.069,0.54,0.0005,0.76,DH
2015,44,2612,47,27-May,NYY,,KCR,"W,4-2",CG,4,4,1,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0.276,0.374,0.566,0.94,3,0.92,0.155,1.14,0.0012,1.66,DH
2015,45,2613,48,28-May,NYY,@,OAK,"L,4-5",CG,4,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.277,0.372,0.561,0.933,3,0.88,0.026,1.11,0.0002,0.24,DH
2015,46,2614,49,29-May,NYY,@,OAK,"L,2-6",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.277,0.369,0.553,0.922,3,0.76,-0.072,0.9,-0.0005,-0.45,DH
2015,47,2615,50,30-May,NYY,@,OAK,"W,5-3",CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.276,0.366,0.546,0.913,3,1.22,-0.06,1.51,-0.0004,-0.36,DH
2015,48,2616,51,31-May,NYY,@,OAK,"L,0-3",CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.281,0.369,0.545,0.914,3,0.83,0.037,1.08,0.0003,0.51,DH
2015,49,2617,52,1-Jun,NYY,@,SEA,"W,7-2",CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.282,0.372,0.541,0.913,3,0.65,0.044,0.82,0.0003,0.77,DH
2015,50,2618,53,2-Jun,NYY,@,SEA,"W,5-3",CG(11),6,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.274,0.366,0.526,0.892,3,1.45,-0.169,1.87,-0.0013,-0.92,DH
2015,51,2619,54,3-Jun,NYY,@,SEA,"W,3-1",CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.27,0.364,0.517,0.88,3,0.65,0.005,0.86,0,-0.18,DH
2015,52,2620,55,5-Jun,NYY,,LAA,"W,8-7",CG,5,5,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.284,0.374,0.53,0.904,3,0.28,0.017,0.39,0.0001,1.52,DH
2015,53,2621,56,6-Jun,NYY,,LAA,"W,8-2",CG,5,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0.283,0.384,0.527,0.911,3,0.37,0.037,0.52,0.0003,1.07,DH
2015,54,2622,57,7-Jun,NYY,,LAA,"W,6-2",CG,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.28,0.386,0.522,0.907,3,0.57,-0.021,0.8,-0.0002,-0.1,DH
2015,55,2623,58,9-Jun,NYY,,WSN,"W,6-1",CG,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.272,0.377,0.508,0.885,3,1.08,0.16,1.51,0.0013,0.38,DH
2015,56,2624,59,10-Jun,NYY,,WSN,"L,4-5",CG(11),5,5,1,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0.27,0.373,0.505,0.878,3,1.32,0.108,1.87,0.0009,0.33,DH
2015,57,2625,60,12-Jun,NYY,@,BAL,"L,3-11",CG,5,4,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.275,0.378,0.505,0.883,3,0.82,0.117,1.34,0.0012,1.33,DH
2015,58,2626,61,13-Jun,NYY,@,BAL,"L,4-9",CG,5,5,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0.273,0.374,0.512,0.887,3,1.02,0.154,1.6,0.0014,0.58,DH
2015,59,2627,62,14-Jun,NYY,@,BAL,"W,5-3",CG,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.268,0.371,0.502,0.873,3,1.1,-0.005,1.71,-0.0001,-0.46,DH
2015,60,2628,63,15-Jun,NYY,@,MIA,"L,1-2",9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.369,0.5,0.869,6,2.7,-0.074,3.69,-0.0006,-0.21,PH
2015,61,2629,65 (1),17-Jun,NYY,,MIA,"W,2-1",CG,4,2,0,2,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0.274,0.379,0.505,0.884,4,1.05,0.166,1.39,0.0013,1.83,DH
2015,62,2630,66,18-Jun,NYY,,MIA,"W,9-4",CG,5,4,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.278,0.384,0.505,0.888,3,0.91,0.09,1.22,0.0007,1.9,DH
2015,63,2631,67,19-Jun,NYY,,DET,"W,7-2",CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.277,0.382,0.514,0.895,3,0.42,0.073,0.64,0.0007,0.39,DH
2015,64,2632,68,20-Jun,NYY,,DET,"W,14-3",GS-8,5,3,2,2,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0.283,0.386,0.529,0.915,3,0.69,0.125,0.99,0.0011,3.95,DH
2015,65,2633,69,21-Jun,NYY,,DET,"L,4-12",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.282,0.384,0.524,0.908,3,0.45,-0.063,0.64,-0.0006,-0.65,DH
2015,66,2634,70,22-Jun,NYY,,PHI,"L,8-11",CG,5,4,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0.281,0.384,0.524,0.908,3,1.03,-0.062,1.44,-0.0005,-0.38,DH
2015,67,2635,71,23-Jun,NYY,,PHI,"L,6-11",CG,5,4,1,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0.285,0.384,0.536,0.921,3,1.54,-0.016,2.09,-0.0001,0.23,DH
2015,68,2636,72,24-Jun,NYY,,PHI,"W,10-2",CG,5,3,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0.29,0.392,0.538,0.929,3,0.45,0.013,0.6,0.0001,1.47,DH
2015,69,2637,73,25-Jun,NYY,@,HOU,"L,0-4",CG,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.289,0.39,0.533,0.923,3,0.72,-0.066,1.05,-0.0006,-0.48,DH
2015,70,2638,75 (1),27-Jun,NYY,@,HOU,"W,9-6",CG,5,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0.286,0.39,0.527,0.916,3,1.5,-0.062,2.18,-0.0005,0.44,DH
2015,71,2639,76,28-Jun,NYY,@,HOU,"L,1-3",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.388,0.522,0.91,3,0.88,-0.043,1.28,-0.0004,-0.44,DH
2015,72,2640,77,29-Jun,NYY,@,LAA,"L,1-4",CG,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.286,0.389,0.52,0.909,3,1.87,0.04,2.77,0.0004,0.36,DH
2015,73,2641,78,30-Jun,NYY,@,LAA,"L,1-2",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.281,0.384,0.512,0.896,3,0.77,-0.077,1.12,-0.0007,-0.5,DH
2015,74,2642,79,1-Jul,NYY,@,LAA,"W,3-1",CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.28,0.381,0.506,0.887,3,0.89,-0.108,1.24,-0.0009,-1.64,DH
2015,75,2643,80,3-Jul,NYY,,TBR,"W,7-5",GS-12,6,3,1,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0.284,0.39,0.508,0.898,3,1.44,0.25,2.54,0.0026,1.45,DH
2015,76,2644,81,4-Jul,NYY,,TBR,"W,3-2",CG,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.284,0.388,0.504,0.892,3,0.75,0.096,1.39,0.0011,0.96,DH
